frame,day,entity_type,id,x_position,y_position,fuel_level,state,refuel_point_x,refuel_point_y
123,1,refuel_vehicle,3,40,40,,idle,,
123,1,hub,1,0,20,,,,
123,1,hub,2,20,0,,,,
123,1,hub,3,40,40,,,,
124,1,vehicle,1,3.0,19.0,96.29289321881345,patrolling,,
124,1,vehicle,2,14,24,19.0,refueling,,
124,1,vehicle,3,14,24,27.0,refueling,,
124,1,vehicle,4,39.0,37.0,98.29289321881345,patrolling,,
124,1,refuel_vehicle,1,14,24,,returning_to_hub,,
124,1,refuel_vehicle,2,20,0,,idle,,
124,1,refuel_vehicle,3,40,40,,idle,,
124,1,hub,1,0,20,,,,
124,1,hub,2,20,0,,,,
124,1,hub,3,40,40,,,,
125,1,vehicle,1,3.0,18.0,95.79289321881345,patrolling,,
125,1,vehicle,2,14,24,100,patrolling,,
125,1,vehicle,3,14,24,100,patrolling,,
125,1,vehicle,4,39.0,37.0,98.29289321881345,patrolling,,
125,1,refuel_vehicle,1,14,24,,returning_to_hub,,
125,1,refuel_vehicle,2,20,0,,idle,,
125,1,refuel_vehicle,3,40,40,,idle,,
125,1,hub,1,0,20,,,,
125,1,hub,2,20,0,,,,
125,1,hub,3,40,40,,,,
126,1,vehicle,1,3.0,16.0,94.79289321881345,patrolling,,
126,1,vehicle,2,21.0,19.0,95.69883736647868,patrolling,,
126,1,vehicle,3,16.0,24.0,99.0,patrolling,,
126,1,vehicle,4,37.0,37.0,97.29289321881345,patrolling,,
126,1,refuel_vehicle,1,13,24,,returning_to_hub,,
126,1,refuel_vehicle,2,20,0,,idle,,
126,1,refuel_vehicle,3,40,40,,idle,,
126,1,hub,1,0,20,,,,
126,1,hub,2,20,0,,,,
126,1,hub,3,40,40,,,,
127,1,vehicle,1,3.0,15.0,94.29289321881345,patrolling,,
127,1,vehicle,2,21.0,19.0,95.69883736647868,patrolling,,
127,1,vehicle,3,16.0,23.0,98.5,patrolling,,
127,1,vehicle,4,39.0,37.0,96.29289321881345,patrolling,,
127,1,refuel_vehicle,1,12,24,,returning_to_hub,,
127,1,refuel_vehicle,2,20,0,,idle,,
127,1,refuel_vehicle,3,40,40,,idle,,
127,1,hub,1,0,20,,,,
127,1,hub,2,20,0,,,,
127,1,hub,3,40,40,,,,
128,1,vehicle,1,5.0,15.0,93.29289321881345,patrolling,,
128,1,vehicle,2,21.0,17.0,94.69883736647868,patrolling,,
128,1,vehicle,3,18.0,23.0,97.5,patrolling,,
128,1,vehicle,4,39.0,37.0,96.29289321881345,patrolling,,
128,1,refuel_vehicle,1,12,23,,returning_to_hub,,
128,1,refuel_vehicle,2,20,0,,idle,,
128,1,refuel_vehicle,3,40,40,,idle,,
128,1,hub,1,0,20,,,,
128,1,hub,2,20,0,,,,
128,1,hub,3,40,40,,,,
129,1,vehicle,1,6.0,15.0,92.79289321881345,patrolling,,
129,1,vehicle,2,21.0,18.0,94.19883736647868,patrolling,,
129,1,vehicle,3,18.0,24.0,97.0,patrolling,,
129,1,vehicle,4,38.0,37.0,95.79289321881345,patrolling,,
129,1,refuel_vehicle,1,12,22,,returning_to_hub,,
129,1,refuel_vehicle,2,20,0,,idle,,
129,1,refuel_vehicle,3,40,40,,idle,,
129,1,hub,1,0,20,,,,
129,1,hub,2,20,0,,,,
129,1,hub,3,40,40,,,,
130,1,vehicle,1,6.0,13.0,91.79289321881345,patrolling,,
130,1,vehicle,2,21.0,18.0,94.19883736647868,patrolling,,
130,1,vehicle,3,16.0,24.0,96.0,patrolling,,
130,1,vehicle,4,38.0,35.0,94.79289321881345,patrolling,,
130,1,refuel_vehicle,1,12,21,,returning_to_hub,,
130,1,refuel_vehicle,2,20,0,,idle,,
130,1,refuel_vehicle,3,40,40,,idle,,
130,1,hub,1,0,20,,,,
130,1,hub,2,20,0,,,,
130,1,hub,3,40,40,,,,
131,1,vehicle,1,8.0,13.0,90.79289321881345,patrolling,,
131,1,vehicle,2,21.0,19.0,93.69883736647868,patrolling,,
131,1,vehicle,3,16.0,23.0,95.5,patrolling,,
131,1,vehicle,4,39.0,35.0,94.29289321881345,patrolling,,
131,1,refuel_vehicle,1,12,20,,returning_to_hub,,
131,1,refuel_vehicle,2,20,0,,idle,,
131,1,refuel_vehicle,3,40,40,,idle,,
131,1,hub,1,0,20,,,,
131,1,hub,2,20,0,,,,
131,1,hub,3,40,40,,,,
132,1,vehicle,1,7.0,13.0,90.29289321881345,patrolling,,
132,1,vehicle,2,21.0,19.0,93.69883736647868,patrolling,,
132,1,vehicle,3,15.0,23.0,95.0,patrolling,,
132,1,vehicle,4,39.0,33.0,93.29289321881345,patrolling,,
132,1,refuel_vehicle,1,11,20,,returning_to_hub,,
132,1,refuel_vehicle,2,20,0,,idle,,
132,1,refuel_vehicle,3,40,40,,idle,,
132,1,hub,1,0,20,,,,
132,1,hub,2,20,0,,,,
132,1,hub,3,40,40,,,,
133,1,vehicle,1,7.0,15.0,89.29289321881345,patrolling,,
133,1,vehicle,2,21.0,17.0,92.69883736647868,patrolling,,
133,1,vehicle,3,14.0,23.0,94.5,patrolling,,
133,1,vehicle,4,39.0,33.0,93.29289321881345,patrolling,,
133,1,refuel_vehicle,1,10,20,,returning_to_hub,,
133,1,refuel_vehicle,2,20,0,,idle,,
133,1,refuel_vehicle,3,40,40,,idle,,
133,1,hub,1,0,20,,,,
133,1,hub,2,20,0,,,,
133,1,hub,3,40,40,,,,
134,1,vehicle,1,8.0,15.0,88.79289321881345,patrolling,,
134,1,vehicle,2,21.0,19.0,91.69883736647868,patrolling,,
134,1,vehicle,3,15.0,23.0,94.0,patrolling,,
134,1,vehicle,4,39.0,32.0,92.79289321881345,patrolling,,
134,1,refuel_vehicle,1,9,20,,returning_to_hub,,
134,1,refuel_vehicle,2,20,0,,idle,,
134,1,refuel_vehicle,3,40,40,,idle,,
134,1,hub,1,0,20,,,,
134,1,hub,2,20,0,,,,
134,1,hub,3,40,40,,,,
135,1,vehicle,1,8.0,13.0,87.79289321881345,patrolling,,
135,1,vehicle,2,21.0,19.0,91.69883736647868,patrolling,,
135,1,vehicle,3,15.0,22.0,93.5,patrolling,,
135,1,vehicle,4,38.0,32.0,92.29289321881345,patrolling,,
135,1,refuel_vehicle,1,8,20,,returning_to_hub,,
135,1,refuel_vehicle,2,20,0,,idle,,
135,1,refuel_vehicle,3,40,40,,idle,,
135,1,hub,1,0,20,,,,
135,1,hub,2,20,0,,,,
135,1,hub,3,40,40,,,,
136,1,vehicle,1,8.0,14.0,87.29289321881345,patrolling,,
136,1,vehicle,2,21.0,19.0,91.69883736647868,patrolling,,
136,1,vehicle,3,16.0,22.0,93.0,patrolling,,
136,1,vehicle,4,36.0,32.0,91.29289321881345,patrolling,,
136,1,refuel_vehicle,1,7,20,,returning_to_hub,,
136,1,refuel_vehicle,2,20,0,,idle,,
136,1,refuel_vehicle,3,40,40,,idle,,
136,1,hub,1,0,20,,,,
136,1,hub,2,20,0,,,,
136,1,hub,3,40,40,,,,
137,1,vehicle,1,9.0,14.0,86.79289321881345,patrolling,,
137,1,vehicle,2,21.0,19.0,91.69883736647868,patrolling,,
137,1,vehicle,3,16.0,21.0,92.5,patrolling,,
137,1,vehicle,4,38.0,32.0,90.29289321881345,patrolling,,
137,1,refuel_vehicle,1,6,20,,returning_to_hub,,
137,1,refuel_vehicle,2,20,0,,idle,,
137,1,refuel_vehicle,3,40,40,,idle,,
137,1,hub,1,0,20,,,,
137,1,hub,2,20,0,,,,
137,1,hub,3,40,40,,,,
138,1,vehicle,1,10.0,14.0,86.29289321881345,patrolling,,
138,1,vehicle,2,23.0,19.0,90.69883736647868,patrolling,,
138,1,vehicle,3,14.0,21.0,91.5,patrolling,,
138,1,vehicle,4,38.0,31.0,89.79289321881345,patrolling,,
138,1,refuel_vehicle,1,5,20,,returning_to_hub,,
138,1,refuel_vehicle,2,20,0,,idle,,
138,1,refuel_vehicle,3,40,40,,idle,,
138,1,hub,1,0,20,,,,
138,1,hub,2,20,0,,,,
138,1,hub,3,40,40,,,,
139,1,vehicle,1,11.0,14.0,85.79289321881345,patrolling,,
139,1,vehicle,2,22.0,19.0,90.19883736647868,patrolling,,
139,1,vehicle,3,14.0,21.0,91.5,patrolling,,
139,1,vehicle,4,36.0,31.0,88.79289321881345,patrolling,,
139,1,refuel_vehicle,1,4,20,,returning_to_hub,,
139,1,refuel_vehicle,2,20,0,,idle,,
139,1,refuel_vehicle,3,40,40,,idle,,
139,1,hub,1,0,20,,,,
139,1,hub,2,20,0,,,,
139,1,hub,3,40,40,,,,
140,1,vehicle,1,11.0,13.0,85.29289321881345,patrolling,,
140,1,vehicle,2,23.0,19.0,89.69883736647868,patrolling,,
140,1,vehicle,3,12.0,21.0,90.5,patrolling,,
140,1,vehicle,4,34.0,31.0,87.79289321881345,patrolling,,
140,1,refuel_vehicle,1,3,20,,returning_to_hub,,
140,1,refuel_vehicle,2,20,0,,idle,,
140,1,refuel_vehicle,3,40,40,,idle,,
140,1,hub,1,0,20,,,,
140,1,hub,2,20,0,,,,
140,1,hub,3,40,40,,,,
141,1,vehicle,1,12.0,13.0,84.79289321881345,patrolling,,
141,1,vehicle,2,23.0,17.0,88.69883736647868,patrolling,,
141,1,vehicle,3,14.0,21.0,89.5,patrolling,,
141,1,vehicle,4,36.0,31.0,86.79289321881345,patrolling,,
141,1,refuel_vehicle,1,2,20,,returning_to_hub,,
141,1,refuel_vehicle,2,20,0,,idle,,
141,1,refuel_vehicle,3,40,40,,idle,,
141,1,hub,1,0,20,,,,
141,1,hub,2,20,0,,,,
141,1,hub,3,40,40,,,,
142,1,vehicle,1,12.0,12.0,84.29289321881345,patrolling,,
142,1,vehicle,2,22.0,17.0,88.19883736647868,patrolling,,
142,1,vehicle,3,14.0,23.0,88.5,patrolling,,
142,1,vehicle,4,38.0,31.0,85.79289321881345,patrolling,,
142,1,refuel_vehicle,1,1,20,,returning_to_hub,,
142,1,refuel_vehicle,2,20,0,,idle,,
142,1,refuel_vehicle,3,40,40,,idle,,
142,1,hub,1,0,20,,,,
142,1,hub,2,20,0,,,,
142,1,hub,3,40,40,,,,
143,1,vehicle,1,13.0,12.0,83.79289321881345,patrolling,,
143,1,vehicle,2,21.0,17.0,87.69883736647868,patrolling,,
143,1,vehicle,3,16.0,23.0,87.5,patrolling,,
143,1,vehicle,4,38.0,33.0,84.79289321881345,patrolling,,
143,1,refuel_vehicle,1,0,20,,returning_to_hub,,
143,1,refuel_vehicle,2,20,0,,idle,,
143,1,refuel_vehicle,3,40,40,,idle,,
143,1,hub,1,0,20,,,,
143,1,hub,2,20,0,,,,
143,1,hub,3,40,40,,,,
144,1,vehicle,1,13.0,11.0,83.29289321881345,patrolling,,
144,1,vehicle,2,21.0,17.0,87.69883736647868,patrolling,,
144,1,vehicle,3,17.0,23.0,87.0,patrolling,,
144,1,vehicle,4,39.0,33.0,84.29289321881345,patrolling,,
144,1,refuel_vehicle,1,0,20,,idle,,
144,1,refuel_vehicle,2,20,0,,idle,,
144,1,refuel_vehicle,3,40,40,,idle,,
144,1,hub,1,0,20,,,,
144,1,hub,2,20,0,,,,
144,1,hub,3,40,40,,,,
145,1,vehicle,1,13.0,10.0,82.79289321881345,patrolling,,
145,1,vehicle,2,21.0,17.0,87.69883736647868,patrolling,,
145,1,vehicle,3,17.0,22.0,86.5,patrolling,,
145,1,vehicle,4,39.0,31.0,83.29289321881345,patrolling,,
145,1,refuel_vehicle,1,0,20,,idle,,
145,1,refuel_vehicle,2,20,0,,idle,,
145,1,refuel_vehicle,3,40,40,,idle,,
145,1,hub,1,0,20,,,,
145,1,hub,2,20,0,,,,
145,1,hub,3,40,40,,,,
146,1,vehicle,1,13.0,12.0,81.79289321881345,patrolling,,
146,1,vehicle,2,21.0,17.0,87.69883736647868,patrolling,,
146,1,vehicle,3,17.0,23.0,86.0,patrolling,,
146,1,vehicle,4,37.0,31.0,82.29289321881345,patrolling,,
146,1,refuel_vehicle,1,0,20,,idle,,
146,1,refuel_vehicle,2,20,0,,idle,,
146,1,refuel_vehicle,3,40,40,,idle,,
146,1,hub,1,0,20,,,,
146,1,hub,2,20,0,,,,
146,1,hub,3,40,40,,,,
147,1,vehicle,1,13.0,11.0,81.29289321881345,patrolling,,
147,1,vehicle,2,21.0,17.0,87.69883736647868,patrolling,,
147,1,vehicle,3,18.0,23.0,85.5,patrolling,,
147,1,vehicle,4,36.0,31.0,81.79289321881345,patrolling,,
147,1,refuel_vehicle,1,0,20,,idle,,
147,1,refuel_vehicle,2,20,0,,idle,,
147,1,refuel_vehicle,3,40,40,,idle,,
147,1,hub,1,0,20,,,,
147,1,hub,2,20,0,,,,
147,1,hub,3,40,40,,,,
148,1,vehicle,1,12.0,11.0,80.79289321881345,patrolling,,
148,1,vehicle,2,21.0,19.0,86.69883736647868,patrolling,,
148,1,vehicle,3,19.0,23.0,85.0,patrolling,,
148,1,vehicle,4,35.0,31.0,81.29289321881345,patrolling,,
148,1,refuel_vehicle,1,0,20,,idle,,
148,1,refuel_vehicle,2,20,0,,idle,,
148,1,refuel_vehicle,3,40,40,,idle,,
148,1,hub,1,0,20,,,,
148,1,hub,2,20,0,,,,
148,1,hub,3,40,40,,,,
149,1,vehicle,1,12.0,12.0,80.29289321881345,patrolling,,
149,1,vehicle,2,21.0,19.0,86.69883736647868,patrolling,,
149,1,vehicle,3,17.0,23.0,84.0,patrolling,,
149,1,vehicle,4,35.0,32.0,80.79289321881345,patrolling,,
149,1,refuel_vehicle,1,0,20,,idle,,
149,1,refuel_vehicle,2,20,0,,idle,,
149,1,refuel_vehicle,3,40,40,,idle,,
149,1,hub,1,0,20,,,,
149,1,hub,2,20,0,,,,
149,1,hub,3,40,40,,,,
150,1,vehicle,1,12.0,10.0,79.29289321881345,patrolling,,
150,1,vehicle,2,21.0,17.0,85.69883736647868,patrolling,,
150,1,vehicle,3,17.0,25.0,83.0,patrolling,,
150,1,vehicle,4,35.0,30.0,79.79289321881345,patrolling,,
150,1,refuel_vehicle,1,0,20,,idle,,
150,1,refuel_vehicle,2,20,0,,idle,,
150,1,refuel_vehicle,3,40,40,,idle,,
150,1,hub,1,0,20,,,,
150,1,hub,2,20,0,,,,
150,1,hub,3,40,40,,,,
151,1,vehicle,1,12.0,8.0,78.29289321881345,patrolling,,
151,1,vehicle,2,21.0,16.0,85.19883736647868,patrolling,,
151,1,vehicle,3,17.0,24.0,82.5,patrolling,,
151,1,vehicle,4,37.0,30.0,78.79289321881345,patrolling,,
151,1,refuel_vehicle,1,0,20,,idle,,
151,1,refuel_vehicle,2,20,0,,idle,,
151,1,refuel_vehicle,3,40,40,,idle,,
151,1,hub,1,0,20,,,,
151,1,hub,2,20,0,,,,
151,1,hub,3,40,40,,,,
152,1,vehicle,1,12.0,10.0,77.29289321881345,patrolling,,
152,1,vehicle,2,21.0,18.0,84.19883736647868,patrolling,,
152,1,vehicle,3,19.0,24.0,81.5,patrolling,,
152,1,vehicle,4,38.0,30.0,78.29289321881345,patrolling,,
152,1,refuel_vehicle,1,0,20,,idle,,
152,1,refuel_vehicle,2,20,0,,idle,,
152,1,refuel_vehicle,3,40,40,,idle,,
152,1,hub,1,0,20,,,,
152,1,hub,2,20,0,,,,
152,1,hub,3,40,40,,,,
153,1,vehicle,1,12.0,8.0,76.29289321881345,patrolling,,
153,1,vehicle,2,21.0,19.0,83.69883736647868,patrolling,,
153,1,vehicle,3,19.0,24.0,81.5,patrolling,,
153,1,vehicle,4,38.0,28.0,77.29289321881345,patrolling,,
153,1,refuel_vehicle,1,0,20,,idle,,
153,1,refuel_vehicle,2,20,0,,idle,,
153,1,refuel_vehicle,3,40,40,,idle,,
153,1,hub,1,0,20,,,,
153,1,hub,2,20,0,,,,
153,1,hub,3,40,40,,,,
154,1,vehicle,1,12.0,9.0,75.79289321881345,patrolling,,
154,1,vehicle,2,21.0,19.0,83.69883736647868,patrolling,,
154,1,vehicle,3,18.0,24.0,81.0,patrolling,,
154,1,vehicle,4,36.0,28.0,76.29289321881345,patrolling,,
154,1,refuel_vehicle,1,0,20,,idle,,
154,1,refuel_vehicle,2,20,0,,idle,,
154,1,refuel_vehicle,3,40,40,,idle,,
154,1,hub,1,0,20,,,,
154,1,hub,2,20,0,,,,
154,1,hub,3,40,40,,,,
155,1,vehicle,1,13.0,9.0,75.29289321881345,patrolling,,
155,1,vehicle,2,21.0,19.0,83.69883736647868,patrolling,,
155,1,vehicle,3,19.0,24.0,80.5,patrolling,,
155,1,vehicle,4,35.0,28.0,75.79289321881345,patrolling,,
155,1,refuel_vehicle,1,0,20,,idle,,
155,1,refuel_vehicle,2,20,0,,idle,,
155,1,refuel_vehicle,3,40,40,,idle,,
155,1,hub,1,0,20,,,,
155,1,hub,2,20,0,,,,
155,1,hub,3,40,40,,,,
156,1,vehicle,1,15.0,9.0,74.29289321881345,patrolling,,
156,1,vehicle,2,22.0,19.0,83.19883736647868,patrolling,,
156,1,vehicle,3,17.0,24.0,79.5,patrolling,,
156,1,vehicle,4,35.0,29.0,75.29289321881345,patrolling,,
156,1,refuel_vehicle,1,0,20,,idle,,
156,1,refuel_vehicle,2,20,0,,idle,,
156,1,refuel_vehicle,3,40,40,,idle,,
156,1,hub,1,0,20,,,,
156,1,hub,2,20,0,,,,
156,1,hub,3,40,40,,,,
157,1,vehicle,1,17.0,9.0,73.29289321881345,patrolling,,
157,1,vehicle,2,22.0,17.0,82.19883736647868,patrolling,,
157,1,vehicle,3,16.0,24.0,79.0,patrolling,,
157,1,vehicle,4,34.0,29.0,74.79289321881345,patrolling,,
157,1,refuel_vehicle,1,0,20,,idle,,
157,1,refuel_vehicle,2,20,0,,idle,,
157,1,refuel_vehicle,3,40,40,,idle,,
157,1,hub,1,0,20,,,,
157,1,hub,2,20,0,,,,
157,1,hub,3,40,40,,,,
158,1,vehicle,1,17.0,11.0,72.29289321881345,patrolling,,
158,1,vehicle,2,22.0,16.0,81.69883736647868,patrolling,,
158,1,vehicle,3,18.0,24.0,78.0,patrolling,,
158,1,vehicle,4,34.0,31.0,73.79289321881345,patrolling,,
158,1,refuel_vehicle,1,0,20,,idle,,
158,1,refuel_vehicle,2,20,0,,idle,,
158,1,refuel_vehicle,3,40,40,,idle,,
158,1,hub,1,0,20,,,,
158,1,hub,2,20,0,,,,
158,1,hub,3,40,40,,,,
159,1,vehicle,1,15.0,11.0,71.29289321881345,patrolling,,
159,1,vehicle,2,24.0,16.0,80.69883736647868,patrolling,,
159,1,vehicle,3,18.0,25.0,77.5,patrolling,,
159,1,vehicle,4,32.0,31.0,72.79289321881345,patrolling,,
159,1,refuel_vehicle,1,0,20,,idle,,
159,1,refuel_vehicle,2,20,0,,idle,,
159,1,refuel_vehicle,3,40,40,,idle,,
159,1,hub,1,0,20,,,,
159,1,hub,2,20,0,,,,
159,1,hub,3,40,40,,,,
160,1,vehicle,1,15.0,13.0,70.29289321881345,patrolling,,
160,1,vehicle,2,23.0,16.0,80.19883736647868,patrolling,,
160,1,vehicle,3,18.0,27.0,76.5,patrolling,,
160,1,vehicle,4,32.0,30.0,72.29289321881345,patrolling,,
160,1,refuel_vehicle,1,0,20,,idle,,
160,1,refuel_vehicle,2,20,0,,idle,,
160,1,refuel_vehicle,3,40,40,,idle,,
160,1,hub,1,0,20,,,,
160,1,hub,2,20,0,,,,
160,1,hub,3,40,40,,,,
161,1,vehicle,1,15.0,12.0,69.79289321881345,patrolling,,
161,1,vehicle,2,22.0,16.0,79.69883736647868,patrolling,,
161,1,vehicle,3,16.0,27.0,75.5,patrolling,,
161,1,vehicle,4,31.0,30.0,71.79289321881345,patrolling,,
161,1,refuel_vehicle,1,0,20,,idle,,
161,1,refuel_vehicle,2,20,0,,idle,,
161,1,refuel_vehicle,3,40,40,,idle,,
161,1,hub,1,0,20,,,,
161,1,hub,2,20,0,,,,
161,1,hub,3,40,40,,,,
162,1,vehicle,1,17.0,12.0,68.79289321881345,patrolling,,
162,1,vehicle,2,21.0,16.0,79.19883736647868,patrolling,,
162,1,vehicle,3,18.0,27.0,74.5,patrolling,,
162,1,vehicle,4,31.0,31.0,71.29289321881345,patrolling,,
162,1,refuel_vehicle,1,0,20,,idle,,
162,1,refuel_vehicle,2,20,0,,idle,,
162,1,refuel_vehicle,3,40,40,,idle,,
162,1,hub,1,0,20,,,,
162,1,hub,2,20,0,,,,
162,1,hub,3,40,40,,,,
163,1,vehicle,1,19.0,12.0,67.79289321881345,patrolling,,
163,1,vehicle,2,21.0,16.0,79.19883736647868,patrolling,,
163,1,vehicle,3,18.0,28.0,74.0,patrolling,,
163,1,vehicle,4,32.0,31.0,70.79289321881345,patrolling,,
163,1,refuel_vehicle,1,0,20,,idle,,
163,1,refuel_vehicle,2,20,0,,idle,,
163,1,refuel_vehicle,3,40,40,,idle,,
163,1,hub,1,0,20,,,,
163,1,hub,2,20,0,,,,
163,1,hub,3,40,40,,,,
164,1,vehicle,1,19.0,14.0,66.79289321881345,patrolling,,
164,1,vehicle,2,21.0,16.0,79.19883736647868,patrolling,,
164,1,vehicle,3,19.0,28.0,73.5,patrolling,,
164,1,vehicle,4,30.0,31.0,69.79289321881345,patrolling,,
164,1,refuel_vehicle,1,0,20,,idle,,
164,1,refuel_vehicle,2,20,0,,idle,,
164,1,refuel_vehicle,3,40,40,,idle,,
164,1,hub,1,0,20,,,,
164,1,hub,2,20,0,,,,
164,1,hub,3,40,40,,,,
165,1,vehicle,1,19.0,14.0,66.79289321881345,patrolling,,
165,1,vehicle,2,21.0,18.0,78.19883736647868,patrolling,,
165,1,vehicle,3,19.0,28.0,73.5,patrolling,,
165,1,vehicle,4,28.0,31.0,68.79289321881345,patrolling,,
165,1,refuel_vehicle,1,0,20,,idle,,
165,1,refuel_vehicle,2,20,0,,idle,,
165,1,refuel_vehicle,3,40,40,,idle,,
165,1,hub,1,0,20,,,,
165,1,hub,2,20,0,,,,
165,1,hub,3,40,40,,,,
166,1,vehicle,1,19.0,12.0,65.79289321881345,patrolling,,
166,1,vehicle,2,22.0,18.0,77.69883736647868,patrolling,,
166,1,vehicle,3,19.0,28.0,73.5,patrolling,,
166,1,vehicle,4,28.0,33.0,67.79289321881345,patrolling,,
166,1,refuel_vehicle,1,0,20,,idle,,
166,1,refuel_vehicle,2,20,0,,idle,,
166,1,refuel_vehicle,3,40,40,,idle,,
166,1,hub,1,0,20,,,,
166,1,hub,2,20,0,,,,
166,1,hub,3,40,40,,,,
167,1,vehicle,1,19.0,12.0,65.79289321881345,patrolling,,
167,1,vehicle,2,24.0,18.0,76.69883736647868,patrolling,,
167,1,vehicle,3,19.0,30.0,72.5,patrolling,,
167,1,vehicle,4,28.0,31.0,66.79289321881345,patrolling,,
167,1,refuel_vehicle,1,0,20,,idle,,
167,1,refuel_vehicle,2,20,0,,idle,,
167,1,refuel_vehicle,3,40,40,,idle,,
167,1,hub,1,0,20,,,,
167,1,hub,2,20,0,,,,
167,1,hub,3,40,40,,,,
168,1,vehicle,1,19.0,10.0,64.79289321881345,patrolling,,
168,1,vehicle,2,24.0,17.0,76.19883736647868,patrolling,,
168,1,vehicle,3,19.0,30.0,72.5,patrolling,,
168,1,vehicle,4,28.0,30.0,66.29289321881345,patrolling,,
168,1,refuel_vehicle,1,0,20,,idle,,
168,1,refuel_vehicle,2,20,0,,idle,,
168,1,refuel_vehicle,3,40,40,,idle,,
168,1,hub,1,0,20,,,,
168,1,hub,2,20,0,,,,
168,1,hub,3,40,40,,,,
169,1,vehicle,1,19.0,12.0,63.79289321881345,patrolling,,
169,1,vehicle,2,22.0,17.0,75.19883736647868,patrolling,,
169,1,vehicle,3,19.0,32.0,71.5,patrolling,,
169,1,vehicle,4,28.0,31.0,65.79289321881345,patrolling,,
169,1,refuel_vehicle,1,0,20,,idle,,
169,1,refuel_vehicle,2,20,0,,idle,,
169,1,refuel_vehicle,3,40,40,,idle,,
169,1,hub,1,0,20,,,,
169,1,hub,2,20,0,,,,
169,1,hub,3,40,40,,,,
170,1,vehicle,1,19.0,12.0,63.79289321881345,patrolling,,
170,1,vehicle,2,21.0,17.0,74.69883736647868,patrolling,,
170,1,vehicle,3,19.0,32.0,71.5,patrolling,,
170,1,vehicle,4,26.0,31.0,64.79289321881345,patrolling,,
170,1,refuel_vehicle,1,0,20,,idle,,
170,1,refuel_vehicle,2,20,0,,idle,,
170,1,refuel_vehicle,3,40,40,,idle,,
170,1,hub,1,0,20,,,,
170,1,hub,2,20,0,,,,
170,1,hub,3,40,40,,,,
171,1,vehicle,1,19.0,11.0,63.29289321881345,patrolling,,
171,1,vehicle,2,23.0,17.0,73.69883736647868,patrolling,,
171,1,vehicle,3,19.0,31.0,71.0,patrolling,,
171,1,vehicle,4,27.0,31.0,64.29289321881345,patrolling,,
171,1,refuel_vehicle,1,0,20,,idle,,
171,1,refuel_vehicle,2,20,0,,idle,,
171,1,refuel_vehicle,3,40,40,,idle,,
171,1,hub,1,0,20,,,,
171,1,hub,2,20,0,,,,
171,1,hub,3,40,40,,,,
172,1,vehicle,1,19.0,11.0,63.29289321881345,patrolling,,
172,1,vehicle,2,23.0,15.0,72.69883736647868,patrolling,,
172,1,vehicle,3,19.0,30.0,70.5,patrolling,,
172,1,vehicle,4,27.0,33.0,63.29289321881345,patrolling,,
172,1,refuel_vehicle,1,0,20,,idle,,
172,1,refuel_vehicle,2,20,0,,idle,,
172,1,refuel_vehicle,3,40,40,,idle,,
172,1,hub,1,0,20,,,,
172,1,hub,2,20,0,,,,
172,1,hub,3,40,40,,,,
173,1,vehicle,1,19.0,11.0,63.29289321881345,patrolling,,
173,1,vehicle,2,25.0,15.0,71.69883736647868,patrolling,,
173,1,vehicle,3,19.0,30.0,70.5,patrolling,,
173,1,vehicle,4,26.0,33.0,62.79289321881345,patrolling,,
173,1,refuel_vehicle,1,0,20,,idle,,
173,1,refuel_vehicle,2,20,0,,idle,,
173,1,refuel_vehicle,3,40,40,,idle,,
173,1,hub,1,0,20,,,,
173,1,hub,2,20,0,,,,
173,1,hub,3,40,40,,,,
174,1,vehicle,1,19.0,11.0,63.29289321881345,patrolling,,
174,1,vehicle,2,25.0,16.0,71.19883736647868,patrolling,,
174,1,vehicle,3,17.0,30.0,69.5,patrolling,,
174,1,vehicle,4,26.0,35.0,61.79289321881345,patrolling,,
174,1,refuel_vehicle,1,0,20,,idle,,
174,1,refuel_vehicle,2,20,0,,idle,,
174,1,refuel_vehicle,3,40,40,,idle,,
174,1,hub,1,0,20,,,,
174,1,hub,2,20,0,,,,
174,1,hub,3,40,40,,,,
175,1,vehicle,1,19.0,9.0,62.29289321881345,patrolling,,
175,1,vehicle,2,25.0,18.0,70.19883736647868,patrolling,,
175,1,vehicle,3,15.0,30.0,68.5,patrolling,,
175,1,vehicle,4,26.0,33.0,60.79289321881345,patrolling,,
175,1,refuel_vehicle,1,0,20,,idle,,
175,1,refuel_vehicle,2,20,0,,idle,,
175,1,refuel_vehicle,3,40,40,,idle,,
175,1,hub,1,0,20,,,,
175,1,hub,2,20,0,,,,
175,1,hub,3,40,40,,,,
176,1,vehicle,1,17.0,9.0,61.29289321881345,patrolling,,
176,1,vehicle,2,27.0,18.0,69.19883736647868,patrolling,,
176,1,vehicle,3,15.0,31.0,68.0,patrolling,,
176,1,vehicle,4,27.0,33.0,60.29289321881345,patrolling,,
176,1,refuel_vehicle,1,0,20,,idle,,
176,1,refuel_vehicle,2,20,0,,idle,,
176,1,refuel_vehicle,3,40,40,,idle,,
176,1,hub,1,0,20,,,,
176,1,hub,2,20,0,,,,
176,1,hub,3,40,40,,,,
177,1,vehicle,1,19.0,9.0,60.29289321881345,patrolling,,
177,1,vehicle,2,27.0,17.0,68.69883736647868,patrolling,,
177,1,vehicle,3,13.0,31.0,67.0,patrolling,,
177,1,vehicle,4,27.0,35.0,59.29289321881345,patrolling,,
