frame,day,entity_type,id,x_position,y_position,fuel_level,state,refuel_point_x,refuel_point_y
490,1,refuel_vehicle,3,40,40,,idle,,
490,1,hub,1,0,20,,,,
490,1,hub,2,20,0,,,,
490,1,hub,3,40,40,,,,
491,1,vehicle,1,4.0,13.0,48.79289321881345,patrolling,,
491,1,vehicle,2,39.0,17.0,53.29289321881345,patrolling,,
491,1,vehicle,3,10.0,30.0,49.3819660112501,patrolling,,
491,1,vehicle,4,32.0,24.0,44.89022777135355,patrolling,,
491,1,refuel_vehicle,1,0,20,,idle,,
491,1,refuel_vehicle,2,20,0,,idle,,
491,1,refuel_vehicle,3,40,40,,idle,,
491,1,hub,1,0,20,,,,
491,1,hub,2,20,0,,,,
491,1,hub,3,40,40,,,,
492,1,vehicle,1,4.0,14.0,48.29289321881345,patrolling,,
492,1,vehicle,2,39.0,15.0,52.29289321881345,patrolling,,
492,1,vehicle,3,10.0,31.0,48.8819660112501,patrolling,,
492,1,vehicle,4,31.0,24.0,44.39022777135355,patrolling,,
492,1,refuel_vehicle,1,0,20,,idle,,
492,1,refuel_vehicle,2,20,0,,idle,,
492,1,refuel_vehicle,3,40,40,,idle,,
492,1,hub,1,0,20,,,,
492,1,hub,2,20,0,,,,
492,1,hub,3,40,40,,,,
493,1,vehicle,1,4.0,15.0,47.79289321881345,patrolling,,
493,1,vehicle,2,39.0,14.0,51.79289321881345,patrolling,,
493,1,vehicle,3,10.0,33.0,47.8819660112501,patrolling,,
493,1,vehicle,4,30.0,24.0,43.89022777135355,patrolling,,
493,1,refuel_vehicle,1,0,20,,idle,,
493,1,refuel_vehicle,2,20,0,,idle,,
493,1,refuel_vehicle,3,40,40,,idle,,
493,1,hub,1,0,20,,,,
493,1,hub,2,20,0,,,,
493,1,hub,3,40,40,,,,
494,1,vehicle,1,2.0,15.0,46.79289321881345,patrolling,,
494,1,vehicle,2,38.0,14.0,51.29289321881345,patrolling,,
494,1,vehicle,3,9.0,33.0,47.3819660112501,patrolling,,
494,1,vehicle,4,30.0,23.0,43.39022777135355,patrolling,,
494,1,refuel_vehicle,1,0,20,,idle,,
494,1,refuel_vehicle,2,20,0,,idle,,
494,1,refuel_vehicle,3,40,40,,idle,,
494,1,hub,1,0,20,,,,
494,1,hub,2,20,0,,,,
494,1,hub,3,40,40,,,,
495,1,vehicle,1,1.0,15.0,46.29289321881345,patrolling,,
495,1,vehicle,2,38.0,13.0,50.79289321881345,patrolling,,
495,1,vehicle,3,9.0,32.0,46.8819660112501,patrolling,,
495,1,vehicle,4,29.0,23.0,42.89022777135355,patrolling,,
495,1,refuel_vehicle,1,0,20,,idle,,
495,1,refuel_vehicle,2,20,0,,idle,,
495,1,refuel_vehicle,3,40,40,,idle,,
495,1,hub,1,0,20,,,,
495,1,hub,2,20,0,,,,
495,1,hub,3,40,40,,,,
496,1,vehicle,1,1.0,13.0,45.29289321881345,patrolling,,
496,1,vehicle,2,37.0,13.0,50.29289321881345,patrolling,,
496,1,vehicle,3,9.0,34.0,45.8819660112501,patrolling,,
496,1,vehicle,4,28.0,23.0,42.39022777135355,patrolling,,
496,1,refuel_vehicle,1,0,20,,idle,,
496,1,refuel_vehicle,2,20,0,,idle,,
496,1,refuel_vehicle,3,40,40,,idle,,
496,1,hub,1,0,20,,,,
496,1,hub,2,20,0,,,,
496,1,hub,3,40,40,,,,
497,1,vehicle,1,1.0,13.0,45.29289321881345,patrolling,,
497,1,vehicle,2,37.0,14.0,49.79289321881345,patrolling,,
497,1,vehicle,3,8.0,34.0,45.3819660112501,patrolling,,
497,1,vehicle,4,28.0,24.0,41.89022777135355,patrolling,,
497,1,refuel_vehicle,1,0,20,,idle,,
497,1,refuel_vehicle,2,20,0,,idle,,
497,1,refuel_vehicle,3,40,40,,idle,,
497,1,hub,1,0,20,,,,
497,1,hub,2,20,0,,,,
497,1,hub,3,40,40,,,,
498,1,vehicle,1,2.0,13.0,44.79289321881345,patrolling,,
498,1,vehicle,2,37.0,12.0,48.79289321881345,patrolling,,
498,1,vehicle,3,8.0,36.0,44.3819660112501,patrolling,,
498,1,vehicle,4,30.0,24.0,40.89022777135355,patrolling,,
498,1,refuel_vehicle,1,0,20,,idle,,
498,1,refuel_vehicle,2,20,0,,idle,,
498,1,refuel_vehicle,3,40,40,,idle,,
498,1,hub,1,0,20,,,,
498,1,hub,2,20,0,,,,
498,1,hub,3,40,40,,,,
499,1,vehicle,1,1.0,13.0,44.29289321881345,patrolling,,
499,1,vehicle,2,39.0,12.0,47.79289321881345,patrolling,,
499,1,vehicle,3,8.0,37.0,43.8819660112501,patrolling,,
499,1,vehicle,4,32.0,24.0,39.89022777135355,patrolling,,
499,1,refuel_vehicle,1,0,20,,idle,,
499,1,refuel_vehicle,2,20,0,,idle,,
499,1,refuel_vehicle,3,40,40,,idle,,
499,1,hub,1,0,20,,,,
499,1,hub,2,20,0,,,,
499,1,hub,3,40,40,,,,
500,1,vehicle,1,1,13,44.29289321881345,moving_to_hub,,
500,1,vehicle,2,39,12,47.79289321881345,moving_to_hub,,
500,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
500,1,vehicle,4,32.0,24.0,39.89022777135355,moving_to_refuel,,
500,1,refuel_vehicle,1,0,20,,moving_to_gather,13.333333333333334,27.0
500,1,refuel_vehicle,2,20,0,,idle,,
500,1,refuel_vehicle,3,40,40,,idle,,
500,1,hub,1,0,20,,,,
500,1,hub,2,20,0,,,,
500,1,hub,3,40,40,,,,
501,1,vehicle,1,0,13,43.79289321881345,moving_to_hub,,
501,1,vehicle,2,38,12,47.29289321881345,moving_to_hub,,
501,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
501,1,vehicle,4,32.0,24.0,39.89022777135355,moving_to_refuel,,
501,1,refuel_vehicle,1,1,20,,moving_to_gather,13.333333333333334,27.0
501,1,refuel_vehicle,2,20,0,,idle,,
501,1,refuel_vehicle,3,40,40,,idle,,
501,1,hub,1,0,20,,,,
501,1,hub,2,20,0,,,,
501,1,hub,3,40,40,,,,
502,1,vehicle,1,0,14,43.29289321881345,moving_to_hub,,
502,1,vehicle,2,37,12,46.79289321881345,moving_to_hub,,
502,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
502,1,vehicle,4,32.0,24.0,39.89022777135355,moving_to_refuel,,
502,1,refuel_vehicle,1,2,20,,moving_to_gather,13.333333333333334,27.0
502,1,refuel_vehicle,2,20,0,,idle,,
502,1,refuel_vehicle,3,40,40,,idle,,
502,1,hub,1,0,20,,,,
502,1,hub,2,20,0,,,,
502,1,hub,3,40,40,,,,
503,1,vehicle,1,0,15,42.79289321881345,moving_to_hub,,
503,1,vehicle,2,36,12,46.29289321881345,moving_to_hub,,
503,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
503,1,vehicle,4,32,24,39.89022777135355,moving_to_refuel,,
503,1,refuel_vehicle,1,3,20,,moving_to_gather,13.333333333333334,27.0
503,1,refuel_vehicle,2,20,0,,idle,,
503,1,refuel_vehicle,3,40,40,,idle,,
503,1,hub,1,0,20,,,,
503,1,hub,2,20,0,,,,
503,1,hub,3,40,40,,,,
504,1,vehicle,1,0,16,42.29289321881345,moving_to_hub,,
504,1,vehicle,2,35,12,45.79289321881345,moving_to_hub,,
504,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
504,1,vehicle,4,31,24,39.39022777135355,moving_to_refuel,,
504,1,refuel_vehicle,1,4,20,,moving_to_gather,13.333333333333334,27.0
504,1,refuel_vehicle,2,20,0,,idle,,
504,1,refuel_vehicle,3,40,40,,idle,,
504,1,hub,1,0,20,,,,
504,1,hub,2,20,0,,,,
504,1,hub,3,40,40,,,,
505,1,vehicle,1,0,17,41.79289321881345,moving_to_hub,,
505,1,vehicle,2,35,11,45.29289321881345,moving_to_hub,,
505,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
505,1,vehicle,4,30,24,38.89022777135355,moving_to_refuel,,
505,1,refuel_vehicle,1,5,20,,moving_to_gather,13.333333333333334,27.0
505,1,refuel_vehicle,2,20,0,,idle,,
505,1,refuel_vehicle,3,40,40,,idle,,
505,1,hub,1,0,20,,,,
505,1,hub,2,20,0,,,,
505,1,hub,3,40,40,,,,
506,1,vehicle,1,0,18,41.29289321881345,moving_to_hub,,
506,1,vehicle,2,35,10,44.79289321881345,moving_to_hub,,
506,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
506,1,vehicle,4,29,24,38.39022777135355,moving_to_refuel,,
506,1,refuel_vehicle,1,6,20,,moving_to_gather,13.333333333333334,27.0
506,1,refuel_vehicle,2,20,0,,idle,,
506,1,refuel_vehicle,3,40,40,,idle,,
506,1,hub,1,0,20,,,,
506,1,hub,2,20,0,,,,
506,1,hub,3,40,40,,,,
507,1,vehicle,1,0,19,40.79289321881345,moving_to_hub,,
507,1,vehicle,2,35,9,44.29289321881345,moving_to_hub,,
507,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
507,1,vehicle,4,28,24,37.89022777135355,moving_to_refuel,,
507,1,refuel_vehicle,1,7,20,,moving_to_gather,13.333333333333334,27.0
507,1,refuel_vehicle,2,20,0,,idle,,
507,1,refuel_vehicle,3,40,40,,idle,,
507,1,hub,1,0,20,,,,
507,1,hub,2,20,0,,,,
507,1,hub,3,40,40,,,,
508,1,vehicle,1,0,20,40.29289321881345,moving_to_hub,,
508,1,vehicle,2,35,8,43.79289321881345,moving_to_hub,,
508,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
508,1,vehicle,4,27,24,37.39022777135355,moving_to_refuel,,
508,1,refuel_vehicle,1,8,20,,moving_to_gather,13.333333333333334,27.0
508,1,refuel_vehicle,2,20,0,,idle,,
508,1,refuel_vehicle,3,40,40,,idle,,
508,1,hub,1,0,20,,,,
508,1,hub,2,20,0,,,,
508,1,hub,3,40,40,,,,
509,1,vehicle,1,0,20,40.29289321881345,refueling,,
509,1,vehicle,2,35,7,43.29289321881345,moving_to_hub,,
509,1,vehicle,3,8.0,37.0,43.8819660112501,moving_to_refuel,,
509,1,vehicle,4,26,24,36.89022777135355,moving_to_refuel,,
509,1,refuel_vehicle,1,9,20,,moving_to_gather,13.333333333333334,27.0
509,1,refuel_vehicle,2,20,0,,idle,,
509,1,refuel_vehicle,3,40,40,,idle,,
509,1,hub,1,0,20,,,,
509,1,hub,2,20,0,,,,
509,1,hub,3,40,40,,,,
510,1,vehicle,1,0,20,100,patrolling,,
510,1,vehicle,2,35,6,42.79289321881345,moving_to_hub,,
510,1,vehicle,3,8,37,43.8819660112501,moving_to_refuel,,
510,1,vehicle,4,25,24,36.39022777135355,moving_to_refuel,,
510,1,refuel_vehicle,1,10,20,,moving_to_gather,13.333333333333334,27.0
510,1,refuel_vehicle,2,20,0,,idle,,
510,1,refuel_vehicle,3,40,40,,idle,,
510,1,hub,1,0,20,,,,
510,1,hub,2,20,0,,,,
510,1,hub,3,40,40,,,,
511,1,vehicle,1,1.0,19.0,99.29289321881345,patrolling,,
511,1,vehicle,2,35,5,42.29289321881345,moving_to_hub,,
511,1,vehicle,3,9,37,43.3819660112501,moving_to_refuel,,
511,1,vehicle,4,24,24,35.89022777135355,moving_to_refuel,,
511,1,refuel_vehicle,1,11,20,,moving_to_gather,13.333333333333334,27.0
511,1,refuel_vehicle,2,20,0,,idle,,
511,1,refuel_vehicle,3,40,40,,idle,,
511,1,hub,1,0,20,,,,
511,1,hub,2,20,0,,,,
511,1,hub,3,40,40,,,,
512,1,vehicle,1,1.0,18.0,98.79289321881345,patrolling,,
512,1,vehicle,2,35,4,41.79289321881345,moving_to_hub,,
512,1,vehicle,3,10,37,42.8819660112501,moving_to_refuel,,
512,1,vehicle,4,23,24,35.39022777135355,moving_to_refuel,,
512,1,refuel_vehicle,1,12,20,,moving_to_gather,13.333333333333334,27.0
512,1,refuel_vehicle,2,20,0,,idle,,
512,1,refuel_vehicle,3,40,40,,idle,,
512,1,hub,1,0,20,,,,
512,1,hub,2,20,0,,,,
512,1,hub,3,40,40,,,,
513,1,vehicle,1,1.0,18.0,98.79289321881345,patrolling,,
513,1,vehicle,2,35,3,41.29289321881345,moving_to_hub,,
513,1,vehicle,3,11,37,42.3819660112501,moving_to_refuel,,
513,1,vehicle,4,22,24,34.89022777135355,moving_to_refuel,,
513,1,refuel_vehicle,1,13,20,,moving_to_gather,13.333333333333334,27.0
513,1,refuel_vehicle,2,20,0,,idle,,
513,1,refuel_vehicle,3,40,40,,idle,,
513,1,hub,1,0,20,,,,
513,1,hub,2,20,0,,,,
513,1,hub,3,40,40,,,,
514,1,vehicle,1,1.0,18.0,98.79289321881345,patrolling,,
514,1,vehicle,2,35,2,40.79289321881345,moving_to_hub,,
514,1,vehicle,3,12,37,41.8819660112501,moving_to_refuel,,
514,1,vehicle,4,21,24,34.39022777135355,moving_to_refuel,,
514,1,refuel_vehicle,1,13,21,,moving_to_gather,13.333333333333334,27.0
514,1,refuel_vehicle,2,20,0,,idle,,
514,1,refuel_vehicle,3,40,40,,idle,,
514,1,hub,1,0,20,,,,
514,1,hub,2,20,0,,,,
514,1,hub,3,40,40,,,,
515,1,vehicle,1,1.0,18.0,98.79289321881345,patrolling,,
515,1,vehicle,2,35,1,40.29289321881345,moving_to_hub,,
515,1,vehicle,3,13,37,41.3819660112501,moving_to_refuel,,
515,1,vehicle,4,20,24,33.89022777135355,moving_to_refuel,,
515,1,refuel_vehicle,1,13,22,,moving_to_gather,13.333333333333334,27.0
515,1,refuel_vehicle,2,20,0,,idle,,
515,1,refuel_vehicle,3,40,40,,idle,,
515,1,hub,1,0,20,,,,
515,1,hub,2,20,0,,,,
515,1,hub,3,40,40,,,,
516,1,vehicle,1,1.0,17.0,98.29289321881345,patrolling,,
516,1,vehicle,2,35,0,39.79289321881345,moving_to_hub,,
516,1,vehicle,3,13,36,40.8819660112501,moving_to_refuel,,
516,1,vehicle,4,20,25,33.39022777135355,moving_to_refuel,,
516,1,refuel_vehicle,1,13,23,,moving_to_gather,13.333333333333334,27.0
516,1,refuel_vehicle,2,20,0,,idle,,
516,1,refuel_vehicle,3,40,40,,idle,,
516,1,hub,1,0,20,,,,
516,1,hub,2,20,0,,,,
516,1,hub,3,40,40,,,,
517,1,vehicle,1,1.0,17.0,98.29289321881345,patrolling,,
517,1,vehicle,2,34,0,39.29289321881345,moving_to_hub,,
517,1,vehicle,3,13,35,40.3819660112501,moving_to_refuel,,
517,1,vehicle,4,20,26,32.89022777135355,moving_to_refuel,,
517,1,refuel_vehicle,1,13,24,,moving_to_gather,13.333333333333334,27.0
517,1,refuel_vehicle,2,20,0,,idle,,
517,1,refuel_vehicle,3,40,40,,idle,,
517,1,hub,1,0,20,,,,
517,1,hub,2,20,0,,,,
517,1,hub,3,40,40,,,,
518,1,vehicle,1,1.0,17.0,98.29289321881345,patrolling,,
518,1,vehicle,2,33,0,38.79289321881345,moving_to_hub,,
518,1,vehicle,3,13,34,39.8819660112501,moving_to_refuel,,
518,1,vehicle,4,20,27,32.39022777135355,moving_to_refuel,,
518,1,refuel_vehicle,1,13,25,,moving_to_gather,13.333333333333334,27.0
518,1,refuel_vehicle,2,20,0,,idle,,
518,1,refuel_vehicle,3,40,40,,idle,,
518,1,hub,1,0,20,,,,
518,1,hub,2,20,0,,,,
518,1,hub,3,40,40,,,,
519,1,vehicle,1,1.0,15.0,97.29289321881345,patrolling,,
519,1,vehicle,2,32,0,38.29289321881345,moving_to_hub,,
519,1,vehicle,3,13,33,39.3819660112501,moving_to_refuel,,
519,1,vehicle,4,19,27,31.89022777135355,moving_to_refuel,,
519,1,refuel_vehicle,1,13,26,,moving_to_gather,13.333333333333334,27.0
519,1,refuel_vehicle,2,20,0,,idle,,
519,1,refuel_vehicle,3,40,40,,idle,,
519,1,hub,1,0,20,,,,
519,1,hub,2,20,0,,,,
519,1,hub,3,40,40,,,,
520,1,vehicle,1,1.0,15.0,97.29289321881345,patrolling,,
520,1,vehicle,2,31,0,37.79289321881345,moving_to_hub,,
520,1,vehicle,3,13,32,38.8819660112501,moving_to_refuel,,
520,1,vehicle,4,18,27,31.39022777135355,moving_to_refuel,,
520,1,refuel_vehicle,1,13,27,,moving_to_gather,13.333333333333334,27.0
520,1,refuel_vehicle,2,20,0,,idle,,
520,1,refuel_vehicle,3,40,40,,idle,,
520,1,hub,1,0,20,,,,
520,1,hub,2,20,0,,,,
520,1,hub,3,40,40,,,,
521,1,vehicle,1,1.0,13.0,96.29289321881345,patrolling,,
521,1,vehicle,2,30,0,37.29289321881345,moving_to_hub,,
521,1,vehicle,3,13,31,38.3819660112501,moving_to_refuel,,
521,1,vehicle,4,17,27,30.89022777135355,moving_to_refuel,,
521,1,refuel_vehicle,1,13,27,,refueling,13.333333333333334,27.0
521,1,refuel_vehicle,2,20,0,,idle,,
521,1,refuel_vehicle,3,40,40,,idle,,
521,1,hub,1,0,20,,,,
521,1,hub,2,20,0,,,,
521,1,hub,3,40,40,,,,
522,1,vehicle,1,1.0,13.0,96.29289321881345,patrolling,,
522,1,vehicle,2,29,0,36.79289321881345,moving_to_hub,,
522,1,vehicle,3,13,30,37.8819660112501,moving_to_refuel,,
522,1,vehicle,4,16,27,30.39022777135355,moving_to_refuel,,
522,1,refuel_vehicle,1,13,27,,refueling,13.333333333333334,27.0
522,1,refuel_vehicle,2,20,0,,idle,,
522,1,refuel_vehicle,3,40,40,,idle,,
522,1,hub,1,0,20,,,,
522,1,hub,2,20,0,,,,
522,1,hub,3,40,40,,,,
523,1,vehicle,1,2.0,13.0,95.79289321881345,patrolling,,
523,1,vehicle,2,28,0,36.29289321881345,moving_to_hub,,
523,1,vehicle,3,13,29,37.3819660112501,moving_to_refuel,,
523,1,vehicle,4,15,27,29.89022777135355,moving_to_refuel,,
523,1,refuel_vehicle,1,13,27,,refueling,13.333333333333334,27.0
523,1,refuel_vehicle,2,20,0,,idle,,
523,1,refuel_vehicle,3,40,40,,idle,,
523,1,hub,1,0,20,,,,
523,1,hub,2,20,0,,,,
523,1,hub,3,40,40,,,,
524,1,vehicle,1,2.0,11.0,94.79289321881345,patrolling,,
524,1,vehicle,2,27,0,35.79289321881345,moving_to_hub,,
524,1,vehicle,3,13,28,36.8819660112501,moving_to_refuel,,
524,1,vehicle,4,14,27,29.39022777135355,moving_to_refuel,,
524,1,refuel_vehicle,1,13,27,,refueling,13.333333333333334,27.0
524,1,refuel_vehicle,2,20,0,,idle,,
524,1,refuel_vehicle,3,40,40,,idle,,
524,1,hub,1,0,20,,,,
524,1,hub,2,20,0,,,,
524,1,hub,3,40,40,,,,
525,1,vehicle,1,3.0,11.0,94.29289321881345,patrolling,,
525,1,vehicle,2,26,0,35.29289321881345,moving_to_hub,,
525,1,vehicle,3,13,27,36.3819660112501,moving_to_refuel,,
525,1,vehicle,4,13,27,28.89022777135355,moving_to_refuel,,
525,1,refuel_vehicle,1,13,27,,refueling,13.333333333333334,27.0
525,1,refuel_vehicle,2,20,0,,idle,,
525,1,refuel_vehicle,3,40,40,,idle,,
525,1,hub,1,0,20,,,,
525,1,hub,2,20,0,,,,
525,1,hub,3,40,40,,,,
526,1,vehicle,1,3.0,12.0,93.79289321881345,patrolling,,
526,1,vehicle,2,25,0,34.79289321881345,moving_to_hub,,
526,1,vehicle,3,13,27,36.3819660112501,refueling,,
526,1,vehicle,4,13,27,28.89022777135355,refueling,,
526,1,refuel_vehicle,1,13,27,,returning_to_hub,,
526,1,refuel_vehicle,2,20,0,,idle,,
526,1,refuel_vehicle,3,40,40,,idle,,
526,1,hub,1,0,20,,,,
526,1,hub,2,20,0,,,,
526,1,hub,3,40,40,,,,
527,1,vehicle,1,5.0,12.0,92.79289321881345,patrolling,,
527,1,vehicle,2,24,0,34.29289321881345,moving_to_hub,,
527,1,vehicle,3,13,27,100,patrolling,,
527,1,vehicle,4,13,27,100,patrolling,,
527,1,refuel_vehicle,1,13,27,,returning_to_hub,,
527,1,refuel_vehicle,2,20,0,,idle,,
527,1,refuel_vehicle,3,40,40,,idle,,
527,1,hub,1,0,20,,,,
527,1,hub,2,20,0,,,,
527,1,hub,3,40,40,,,,
528,1,vehicle,1,5.0,13.0,92.29289321881345,patrolling,,
528,1,vehicle,2,23,0,33.79289321881345,moving_to_hub,,
528,1,vehicle,3,14.0,27.0,99.5,patrolling,,
528,1,vehicle,4,21.0,25.0,95.87689437438235,patrolling,,
528,1,refuel_vehicle,1,13,26,,returning_to_hub,,
528,1,refuel_vehicle,2,20,0,,idle,,
528,1,refuel_vehicle,3,40,40,,idle,,
528,1,hub,1,0,20,,,,
528,1,hub,2,20,0,,,,
528,1,hub,3,40,40,,,,
529,1,vehicle,1,5.0,14.0,91.79289321881345,patrolling,,
529,1,vehicle,2,22,0,33.29289321881345,moving_to_hub,,
529,1,vehicle,3,14.0,26.0,99.0,patrolling,,
529,1,vehicle,4,21.0,23.0,94.87689437438235,patrolling,,
529,1,refuel_vehicle,1,13,25,,returning_to_hub,,
529,1,refuel_vehicle,2,20,0,,idle,,
529,1,refuel_vehicle,3,40,40,,idle,,
529,1,hub,1,0,20,,,,
529,1,hub,2,20,0,,,,
529,1,hub,3,40,40,,,,
530,1,vehicle,1,4.0,14.0,91.29289321881345,patrolling,,
530,1,vehicle,2,21,0,32.79289321881345,moving_to_hub,,
530,1,vehicle,3,12.0,26.0,98.0,patrolling,,
530,1,vehicle,4,21.0,23.0,94.87689437438235,patrolling,,
530,1,refuel_vehicle,1,13,24,,returning_to_hub,,
530,1,refuel_vehicle,2,20,0,,idle,,
530,1,refuel_vehicle,3,40,40,,idle,,
530,1,hub,1,0,20,,,,
530,1,hub,2,20,0,,,,
530,1,hub,3,40,40,,,,
531,1,vehicle,1,4.0,13.0,90.79289321881345,patrolling,,
531,1,vehicle,2,20,0,32.29289321881345,moving_to_hub,,
531,1,vehicle,3,12.0,24.0,97.0,patrolling,,
531,1,vehicle,4,23.0,23.0,93.87689437438235,patrolling,,
531,1,refuel_vehicle,1,13,23,,returning_to_hub,,
531,1,refuel_vehicle,2,20,0,,idle,,
531,1,refuel_vehicle,3,40,40,,idle,,
531,1,hub,1,0,20,,,,
531,1,hub,2,20,0,,,,
531,1,hub,3,40,40,,,,
532,1,vehicle,1,6.0,13.0,89.79289321881345,patrolling,,
532,1,vehicle,2,20,0,32.29289321881345,refueling,,
532,1,vehicle,3,12.0,23.0,96.5,patrolling,,
532,1,vehicle,4,23.0,24.0,93.37689437438235,patrolling,,
532,1,refuel_vehicle,1,13,22,,returning_to_hub,,
532,1,refuel_vehicle,2,20,0,,idle,,
532,1,refuel_vehicle,3,40,40,,idle,,
532,1,hub,1,0,20,,,,
532,1,hub,2,20,0,,,,
532,1,hub,3,40,40,,,,
533,1,vehicle,1,6.0,14.0,89.29289321881345,patrolling,,
533,1,vehicle,2,20,0,100,patrolling,,
533,1,vehicle,3,11.0,23.0,96.0,patrolling,,
533,1,vehicle,4,23.0,25.0,92.87689437438235,patrolling,,
533,1,refuel_vehicle,1,13,21,,returning_to_hub,,
533,1,refuel_vehicle,2,20,0,,idle,,
533,1,refuel_vehicle,3,40,40,,idle,,
533,1,hub,1,0,20,,,,
533,1,hub,2,20,0,,,,
533,1,hub,3,40,40,,,,
534,1,vehicle,1,7.0,14.0,88.79289321881345,patrolling,,
534,1,vehicle,2,21.0,1.0,99.29289321881345,patrolling,,
534,1,vehicle,3,13.0,23.0,95.0,patrolling,,
534,1,vehicle,4,23.0,27.0,91.87689437438235,patrolling,,
534,1,refuel_vehicle,1,13,20,,returning_to_hub,,
534,1,refuel_vehicle,2,20,0,,idle,,
534,1,refuel_vehicle,3,40,40,,idle,,
534,1,hub,1,0,20,,,,
534,1,hub,2,20,0,,,,
534,1,hub,3,40,40,,,,
535,1,vehicle,1,7.0,15.0,88.29289321881345,patrolling,,
535,1,vehicle,2,21.0,3.0,98.29289321881345,patrolling,,
535,1,vehicle,3,13.0,21.0,94.0,patrolling,,
535,1,vehicle,4,24.0,27.0,91.37689437438235,patrolling,,
535,1,refuel_vehicle,1,12,20,,returning_to_hub,,
535,1,refuel_vehicle,2,20,0,,idle,,
535,1,refuel_vehicle,3,40,40,,idle,,
535,1,hub,1,0,20,,,,
535,1,hub,2,20,0,,,,
535,1,hub,3,40,40,,,,
536,1,vehicle,1,7.0,13.0,87.29289321881345,patrolling,,
536,1,vehicle,2,21.0,4.0,97.79289321881345,patrolling,,
536,1,vehicle,3,13.0,23.0,93.0,patrolling,,
536,1,vehicle,4,23.0,27.0,90.87689437438235,patrolling,,
536,1,refuel_vehicle,1,11,20,,returning_to_hub,,
536,1,refuel_vehicle,2,20,0,,idle,,
536,1,refuel_vehicle,3,40,40,,idle,,
536,1,hub,1,0,20,,,,
536,1,hub,2,20,0,,,,
536,1,hub,3,40,40,,,,
537,1,vehicle,1,7.0,14.0,86.79289321881345,patrolling,,
537,1,vehicle,2,23.0,4.0,96.79289321881345,patrolling,,
537,1,vehicle,3,13.0,24.0,92.5,patrolling,,
537,1,vehicle,4,25.0,27.0,89.87689437438235,patrolling,,
537,1,refuel_vehicle,1,10,20,,returning_to_hub,,
537,1,refuel_vehicle,2,20,0,,idle,,
537,1,refuel_vehicle,3,40,40,,idle,,
537,1,hub,1,0,20,,,,
537,1,hub,2,20,0,,,,
537,1,hub,3,40,40,,,,
538,1,vehicle,1,7.0,12.0,85.79289321881345,patrolling,,
538,1,vehicle,2,23.0,3.0,96.29289321881345,patrolling,,
538,1,vehicle,3,12.0,24.0,92.0,patrolling,,
538,1,vehicle,4,24.0,27.0,89.37689437438235,patrolling,,
538,1,refuel_vehicle,1,9,20,,returning_to_hub,,
538,1,refuel_vehicle,2,20,0,,idle,,
538,1,refuel_vehicle,3,40,40,,idle,,
538,1,hub,1,0,20,,,,
538,1,hub,2,20,0,,,,
538,1,hub,3,40,40,,,,
539,1,vehicle,1,9.0,12.0,84.79289321881345,patrolling,,
539,1,vehicle,2,24.0,3.0,95.79289321881345,patrolling,,
539,1,vehicle,3,11.0,24.0,91.5,patrolling,,
539,1,vehicle,4,24.0,26.0,88.87689437438235,patrolling,,
539,1,refuel_vehicle,1,8,20,,returning_to_hub,,
539,1,refuel_vehicle,2,20,0,,idle,,
539,1,refuel_vehicle,3,40,40,,idle,,
539,1,hub,1,0,20,,,,
539,1,hub,2,20,0,,,,
539,1,hub,3,40,40,,,,
540,1,vehicle,1,8.0,12.0,84.29289321881345,patrolling,,
540,1,vehicle,2,25.0,3.0,95.29289321881345,patrolling,,
540,1,vehicle,3,11.0,22.0,90.5,patrolling,,
540,1,vehicle,4,24.0,25.0,88.37689437438235,patrolling,,
540,1,refuel_vehicle,1,7,20,,returning_to_hub,,
540,1,refuel_vehicle,2,20,0,,idle,,
540,1,refuel_vehicle,3,40,40,,idle,,
540,1,hub,1,0,20,,,,
540,1,hub,2,20,0,,,,
540,1,hub,3,40,40,,,,
541,1,vehicle,1,8.0,14.0,83.29289321881345,patrolling,,
541,1,vehicle,2,25.0,2.0,94.79289321881345,patrolling,,
541,1,vehicle,3,11.0,23.0,90.0,patrolling,,
541,1,vehicle,4,24.0,24.0,87.87689437438235,patrolling,,
541,1,refuel_vehicle,1,6,20,,returning_to_hub,,
541,1,refuel_vehicle,2,20,0,,idle,,
541,1,refuel_vehicle,3,40,40,,idle,,
541,1,hub,1,0,20,,,,
541,1,hub,2,20,0,,,,
541,1,hub,3,40,40,,,,
542,1,vehicle,1,6.0,14.0,82.29289321881345,patrolling,,
542,1,vehicle,2,25.0,3.0,94.29289321881345,patrolling,,
542,1,vehicle,3,13.0,23.0,89.0,patrolling,,
542,1,vehicle,4,24.0,25.0,87.37689437438235,patrolling,,
542,1,refuel_vehicle,1,5,20,,returning_to_hub,,
